Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-22T11:11:44.630Z,HM10,H,295.3923034667969,312.2768249511719,1459,62.73897933959961,,0
2024-05-22T11:11:44.632Z,HM2,H,301.4848937988281,311.7414245605469,1179,18.085813522338867,,0
2024-05-22T11:11:44.632Z,HM3,H,298.61761474609375,306.25164794921875,1932,15.81467342376709,,0
2024-05-22T11:11:44.633Z,RM1,M,296.4604797363281,311.36761474609375,1473,55.024749755859375,,0
2024-05-22T11:11:44.635Z,HM4,H,298.1298828125,308.3600158691406,1992,28.72754669189453,,0
2024-05-22T11:11:44.635Z,HM6,H,303.4953918457031,307.3017578125,2005,67.48797607421875,,0
2024-05-22T11:11:44.636Z,HM5,H,302.5533752441406,306.3691101074219,1532,64.89649963378906,,0
2024-05-22T11:11:44.636Z,HM8,H,297.84088134765625,309.5929870605469,2417,6.209148406982422,,0
2024-05-22T11:11:44.636Z,HM11,H,299.7046813964844,306.6786193847656,2644,11.859212875366211,,0
2024-05-22T11:11:44.636Z,HM12,H,302.11859130859375,307.06646728515625,1315,30.322166442871094,,0
2024-05-22T11:11:44.644Z,HM1,H,295.83245849609375,313.51708984375,1335,33.741275787353516,,0
2024-05-22T11:12:45.285Z,HM9,H,297.2082824707031,310.2113342285156,1790,76.4842529296875,,0
2024-05-22T11:12:45.288Z,MT2,L,300.585693359375,310.9248352050781,1344,14.130424499511719,,0
2024-05-22T11:12:45.288Z,MT1,L,300.8638916015625,308.1260681152344,1650,20.782211303710938,,0
2024-05-22T11:12:45.290Z,HM7,H,300.8822326660156,311.78814697265625,1948,5.475417137145996,,0
2024-05-22T11:12:45.292Z,HM10,H,303.53094482421875,310.9349670410156,2093,74.87158203125,,0
2024-05-22T11:12:45.293Z,RM2,M,297.0799865722656,309.0413513183594,2285,37.22629928588867,,0
2024-05-22T11:12:45.296Z,HM2,H,302.8042297363281,311.2786865234375,2489,73.5504150390625,,0
2024-05-22T11:12:45.296Z,HM3,H,303.5957946777344,305.7873229980469,2163,63.10226058959961,,0
2024-05-22T11:12:45.299Z,RM1,M,303.24285888671875,310.03436279296875,2554,7.966229438781738,,0
2024-05-22T11:12:45.299Z,HM4,H,299.4753112792969,310.093994140625,2381,51.11304473876953,,0
2024-05-22T11:12:45.300Z,HM6,H,296.5553894042969,311.8634948730469,2130,18.507061004638672,,0
2024-05-22T11:12:45.300Z,HM5,H,300.6114807128906,311.3298645019531,2485,47.1470832824707,,0
2024-05-22T11:12:45.300Z,HM8,H,299.9631652832031,312.6440124511719,2526,7.077564239501953,,0
2024-05-22T11:12:45.300Z,HM12,H,302.16595458984375,312.00439453125,2593,21.63133430480957,,0
2024-05-22T11:12:45.301Z,HM11,H,297.4105224609375,307.0062561035156,2082,70.81226348876953,,0
2024-05-22T11:12:45.303Z,HM1,H,299.1461486816406,307.12567138671875,2424,24.911666870117188,,0
2024-05-22T11:13:45.263Z,HM9,H,296.3843994140625,313.6778869628906,1940,9.510711669921875,,0
2024-05-22T11:13:45.267Z,MT2,L,300.61328125,311.2288818359375,2032,15.360326766967773,,0
2024-05-22T11:13:45.270Z,HM10,H,300.381591796875,313.7672424316406,1439,59.904972076416016,,0
2024-05-22T11:13:45.271Z,MT1,L,299.9761047363281,307.7718811035156,2096,65.45240783691406,,0
2024-05-22T11:13:45.271Z,HM7,H,301.9176330566406,305.9216003417969,1175,61.74214553833008,,0
2024-05-22T11:13:45.273Z,RM2,M,303.09765625,308.3988952636719,1643,34.982398986816406,,0
2024-05-22T11:13:45.275Z,HM2,H,301.39605712890625,311.4804382324219,1224,33.0482177734375,,0
2024-05-22T11:13:45.275Z,HM3,H,298.3831787109375,307.9381408691406,2631,53.79092788696289,,0
2024-05-22T11:13:45.276Z,RM1,M,301.4109191894531,306.2405090332031,1487,23.908729553222656,,0
2024-05-22T11:13:45.277Z,HM4,H,299.13177490234375,312.1229553222656,1479,21.86787986755371,,0
2024-05-22T11:13:45.278Z,HM6,H,296.0162353515625,310.0517272949219,1463,23.679536819458008,,0
2024-05-22T11:13:45.278Z,HM5,H,298.2574768066406,307.04608154296875,1379,19.579587936401367,,0
2024-05-22T11:13:45.279Z,HM8,H,303.5478210449219,312.284912109375,1807,14.599607467651367,,0
2024-05-22T11:13:45.279Z,HM11,H,301.96783447265625,312.00592041015625,1425,11.979432106018066,,0
2024-05-22T11:13:45.279Z,HM12,H,299.36798095703125,308.15191650390625,2480,13.29891300201416,,0
2024-05-22T11:13:45.280Z,HM1,H,301.500732421875,312.4242858886719,1885,5.799137592315674,,0
