Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-28T12:44:51.038Z,HM9,H,299.2887878417969,310.9602355957031,1209,47.77743911743164,,0
2024-05-28T12:44:51.039Z,MT2,L,295.7577819824219,310.18408203125,1778,76.43128967285156,,0
2024-05-28T12:44:51.040Z,HM13,H,301.758544921875,310.99884033203125,1669,9.283585548400879,,0
2024-05-28T12:44:51.041Z,MT1,L,301.0761413574219,309.1448059082031,2116,73.55332946777344,,0
2024-05-28T12:44:51.041Z,RM3,M,300.1440734863281,309.1114807128906,1864,26.712404251098633,,0
2024-05-28T12:44:51.043Z,HM10,H,296.37359619140625,308.7914733886719,2185,5.560176849365234,,0
2024-05-28T12:44:51.045Z,HM2,H,303.2390441894531,313.468017578125,1236,25.798484802246094,,0
2024-05-28T12:44:51.045Z,RM2,M,298.5557861328125,309.32916259765625,1832,74.49291229248047,,0
2024-05-28T12:44:51.047Z,HM18,H,300.68438720703125,308.58148193359375,2436,52.994361877441406,,0
2024-05-28T12:44:51.047Z,HM3,H,299.753662109375,312.53399658203125,1772,5.874000549316406,,0
2024-05-28T12:44:51.048Z,HM17,H,303.19451904296875,308.5643005371094,1849,72.1717529296875,,0
2024-05-28T12:44:51.049Z,RM1,M,302.0777587890625,312.763427734375,2691,31.465648651123047,,0
2024-05-28T12:44:51.050Z,HM16,H,302.8936767578125,312.2216491699219,1496,60.44891357421875,,0
2024-05-28T12:44:51.050Z,HM4,H,299.5330810546875,312.58233642578125,2416,69.56362915039062,,0
2024-05-28T12:44:51.051Z,HM5,H,303.071044921875,306.955322265625,2482,37.96094512939453,,0
2024-05-28T12:44:51.051Z,HM6,H,301.82586669921875,311.6092224121094,2659,27.67536735534668,,0
2024-05-28T12:44:51.052Z,HM11,H,302.25128173828125,308.28204345703125,1319,69.10420989990234,,0
2024-05-28T12:44:51.052Z,HM8,H,298.3880310058594,311.79669189453125,1652,40.955841064453125,,0
2024-05-28T12:44:51.052Z,HM12,H,298.21343994140625,309.803955078125,1447,39.422611236572266,,0
2024-05-28T12:44:51.053Z,HM15,H,301.388916015625,309.3724670410156,1188,18.950002670288086,,0
2024-05-28T12:44:51.053Z,HM14,H,296.9231262207031,312.0291442871094,1530,57.6365852355957,,0
2024-05-28T12:44:51.053Z,HM1,H,303.2826843261719,312.7280578613281,1478,33.29817581176758,,0
