Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-31T09:45:31.748Z,MT1,L,302.6466979980469,308.56732177734375,2282,68.11265563964844,,0
2024-05-31T09:45:31.750Z,HM10,H,299.9100341796875,307.4337158203125,2399,40.033878326416016,,0
2024-05-31T09:45:31.751Z,RM2,M,301.3520202636719,308.444091796875,2604,4.006487846374512,,0
2024-05-31T09:45:31.752Z,HM2,H,297.1368408203125,310.450439453125,1566,17.179813385009766,,0
2024-05-31T09:45:31.754Z,RM1,M,304.2097473144531,306.76519775390625,1597,13.279993057250977,,0
2024-05-31T09:45:31.755Z,HM3,H,302.3077697753906,313.2815856933594,1467,47.60893249511719,,0
2024-05-31T09:45:31.756Z,HM4,H,303.6802062988281,312.7340087890625,1803,70.23822784423828,,0
2024-05-31T09:45:31.756Z,HM5,H,302.7176208496094,311.1456298828125,1216,34.14223098754883,,0
2024-05-31T09:45:31.756Z,HM6,H,302.4388427734375,308.44451904296875,2667,27.750940322875977,,0
2024-05-31T09:45:31.757Z,HM11,H,296.7659912109375,313.2193908691406,2520,58.7286491394043,,0
2024-05-31T09:45:31.759Z,HM8,H,300.3198547363281,311.2076416015625,2353,32.3918342590332,,0
2024-05-31T09:45:31.759Z,HM12,H,300.09747314453125,310.2066650390625,2131,67.3846435546875,,0
2024-05-31T09:45:31.759Z,HM1,H,297.572998046875,306.0938720703125,1458,46.6646728515625,,0
