Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-25T09:00:38.374Z,MT2,L,299.9289855957031,309.3612060546875,1593,29.39885711669922,,0
2024-05-25T09:00:38.376Z,RM2,M,296.650146484375,310.8548278808594,2302,39.893310546875,,0
2024-05-25T09:00:38.376Z,HM10,H,295.5287780761719,309.1983337402344,2604,33.07544708251953,,0
2024-05-25T09:00:38.378Z,HM2,H,303.18536376953125,311.0176696777344,1814,48.362632751464844,,0
2024-05-25T09:00:38.378Z,HM3,H,298.3365173339844,312.7135314941406,1382,18.381244659423828,,0
2024-05-25T09:00:38.380Z,HM4,H,303.9289855957031,309.9173278808594,1431,8.63012981414795,,0
2024-05-25T09:00:38.380Z,RM1,M,302.1813659667969,308.1660461425781,2264,62.44538879394531,,0
2024-05-25T09:00:38.381Z,HM6,H,300.9121398925781,306.8497314453125,2274,22.597972869873047,,0
2024-05-25T09:00:38.381Z,HM5,H,301.24755859375,312.6861572265625,1608,75.76757049560547,,0
2024-05-25T09:00:38.382Z,HM8,H,299.7446594238281,307.5352478027344,2312,66.2332992553711,,0
2024-05-25T09:00:38.382Z,HM11,H,298.5208740234375,310.89752197265625,2282,47.28955841064453,,0
2024-05-25T09:00:38.382Z,HM12,H,302.33282470703125,311.3051452636719,1928,32.37099075317383,,0
2024-05-25T09:00:38.383Z,HM1,H,302.4035339355469,313.6150817871094,2227,30.264854431152344,,0
