Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-06-14T11:29:51.475Z,RM2,M,299.2496643066406,312.3466796875,1414,9.591843605041504,,0
2024-06-14T11:29:51.479Z,RM3,M,299.2109069824219,309.05450439453125,2629,8.606395721435547,,0
2024-06-14T11:29:51.479Z,HM6,H,295.58502197265625,308.8428649902344,2408,72.57464599609375,,0
2024-06-14T11:29:51.482Z,HM13,H,303.70611572265625,310.68023681640625,1828,51.93733596801758,,0
2024-06-14T11:29:51.482Z,HM18,H,295.3312683105469,309.4241027832031,1505,25.978302001953125,,0
2024-06-14T11:29:51.483Z,HM11,H,299.10614013671875,309.42547607421875,2556,54.14677810668945,,0
2024-06-14T11:29:51.483Z,HM12,H,303.75714111328125,308.7689514160156,2302,24.190353393554688,,0
2024-06-14T11:29:51.486Z,HM5,H,299.9054870605469,307.87237548828125,1709,12.799466133117676,,0
2024-06-14T11:29:51.487Z,HM15,H,297.76763916015625,307.05084228515625,1543,18.361459732055664,,0
2024-06-14T11:29:51.487Z,HM17,H,295.75079345703125,312.4907531738281,2460,14.490662574768066,,0
2024-06-14T11:29:51.487Z,HM4,H,298.6310729980469,308.43194580078125,1173,28.861873626708984,,0
2024-06-14T11:29:51.489Z,HM16,H,301.79693603515625,308.287353515625,2155,37.564754486083984,,0
2024-06-14T11:29:51.493Z,HM9,H,296.4591979980469,312.9261169433594,1551,41.34406280517578,,0
2024-06-14T11:29:51.499Z,RM1,M,295.94525146484375,313.4398498535156,1195,31.46161651611328,,0
2024-06-14T11:29:51.500Z,HM3,H,297.21929931640625,308.0256652832031,1489,66.37451934814453,,0
2024-06-14T11:29:51.500Z,MT2,L,295.6592102050781,313.2781677246094,2117,17.003700256347656,,0
2024-06-14T11:29:51.501Z,HM8,H,295.483642578125,312.87860107421875,1441,51.04640197753906,,0
2024-06-14T11:29:51.502Z,HM14,H,300.1656799316406,309.81072998046875,1845,72.39219665527344,,0
2024-06-14T11:29:51.502Z,HM1,H,297.5008850097656,311.3952331542969,1614,48.6037483215332,,0
2024-06-14T11:29:51.506Z,HM10,H,298.9082946777344,308.84637451171875,2064,46.72221755981445,,0
2024-06-14T11:29:51.506Z,HM2,H,300.3897399902344,309.8822937011719,1658,23.627395629882812,,0
2024-06-14T11:29:51.507Z,MT1,L,297.23077392578125,312.9754943847656,2073,17.353099822998047,,0
2024-06-14T11:30:51.599Z,HM7,H,298.6750793457031,309.53277587890625,2015,28.671022415161133,,0
2024-06-14T11:30:51.608Z,HM9,H,298.7349548339844,305.7215576171875,1977,40.71306228637695,,0
2024-06-14T11:30:51.611Z,MT2,L,297.2341003417969,309.3376159667969,2470,70.0577163696289,,0
2024-06-14T11:30:51.612Z,HM13,H,299.92694091796875,306.4710998535156,2225,49.54600143432617,,0
2024-06-14T11:30:51.614Z,MT1,L,296.7214660644531,306.0079345703125,1398,7.698201656341553,,0
2024-06-14T11:30:51.615Z,RM3,M,298.08209228515625,306.4505615234375,2575,46.7850341796875,,0
2024-06-14T11:30:51.616Z,HM10,H,303.29071044921875,308.44482421875,1384,56.16810989379883,,0
2024-06-14T11:30:51.617Z,RM2,M,300.36651611328125,306.82122802734375,2100,6.936899662017822,,0
2024-06-14T11:30:51.617Z,HM3,H,301.1086730957031,308.0783386230469,1235,50.59849166870117,,0
2024-06-14T11:30:51.624Z,HM2,H,298.2447509765625,308.0462341308594,1180,52.341148376464844,,0
2024-06-14T11:30:51.626Z,HM17,H,295.6669006347656,306.20062255859375,1814,15.442305564880371,,0
2024-06-14T11:30:51.627Z,HM18,H,300.5884704589844,313.4959411621094,2383,43.50338363647461,,0
2024-06-14T11:30:51.628Z,HM4,H,297.858642578125,313.5173645019531,1227,3.8318614959716797,,0
2024-06-14T11:30:51.629Z,HM16,H,297.85394287109375,311.2937927246094,1472,59.18178176879883,,0
2024-06-14T11:30:51.629Z,RM1,M,300.2794189453125,310.0869140625,1952,71.31871795654297,,0
2024-06-14T11:30:51.631Z,HM6,H,300.6988525390625,310.05126953125,2210,61.89793014526367,,0
2024-06-14T11:30:51.631Z,HM5,H,300.4952087402344,310.0439147949219,1650,72.19646453857422,,0
2024-06-14T11:30:51.632Z,HM8,H,302.78021240234375,311.7909240722656,2272,46.54308319091797,,0
2024-06-14T11:30:51.632Z,HM11,H,301.92218017578125,307.6006774902344,1480,8.618036270141602,,0
2024-06-14T11:30:51.632Z,HM12,H,295.5097961425781,306.53179931640625,1590,42.601806640625,,0
2024-06-14T11:30:51.633Z,HM15,H,301.204345703125,311.43798828125,2548,57.33406066894531,,0
2024-06-14T11:30:51.633Z,HM14,H,298.5267028808594,309.0163269042969,1918,9.712647438049316,,0
2024-06-14T11:30:51.633Z,HM1,H,304.2849426269531,311.6468811035156,1344,52.35954284667969,,0
2024-06-14T11:31:51.554Z,HM7,H,302.8489685058594,305.7806701660156,2362,59.410614013671875,,0
2024-06-14T11:31:51.555Z,HM9,H,295.3563232421875,311.5668029785156,2247,20.532182693481445,,0
2024-06-14T11:31:51.557Z,MT1,L,299.7748107910156,311.3646545410156,2242,69.404052734375,,0
2024-06-14T11:31:51.557Z,HM13,H,300.31024169921875,310.98968505859375,2594,59.83456802368164,,0
2024-06-14T11:31:51.558Z,MT2,L,299.64013671875,307.40155029296875,1279,41.32977294921875,,0
2024-06-14T11:31:51.559Z,RM3,M,296.58819580078125,308.8798522949219,2458,47.820899963378906,,0
2024-06-14T11:31:51.560Z,HM10,H,298.6036682128906,311.15509033203125,1433,67.97447204589844,,0
2024-06-14T11:31:51.560Z,HM3,H,296.9435729980469,307.0552673339844,2368,5.60164737701416,,0
2024-06-14T11:31:51.561Z,RM2,M,302.39605712890625,313.4866943359375,2220,62.41340637207031,,0
2024-06-14T11:31:51.561Z,HM2,H,298.6377258300781,312.0379333496094,1920,35.54710388183594,,0
2024-06-14T11:31:51.562Z,HM17,H,298.62615966796875,306.6320495605469,2568,34.661590576171875,,0
2024-06-14T11:31:51.563Z,RM1,M,297.15631103515625,309.32684326171875,1658,4.056890487670898,,0
2024-06-14T11:31:51.563Z,HM4,H,302.2602233886719,313.3180847167969,1554,15.026427268981934,,0
2024-06-14T11:31:51.564Z,HM18,H,296.4225158691406,311.9631042480469,2370,15.298928260803223,,0
2024-06-14T11:31:51.564Z,HM16,H,303.4971923828125,313.0208435058594,1368,8.08780288696289,,0
2024-06-14T11:31:51.566Z,HM6,H,297.84820556640625,310.1683349609375,1450,21.029958724975586,,0
2024-06-14T11:31:51.566Z,HM5,H,297.5740661621094,313.75311279296875,2510,39.353416442871094,,0
2024-06-14T11:31:51.566Z,HM8,H,303.4554138183594,307.5148010253906,1652,7.099239826202393,,0
2024-06-14T11:31:51.567Z,HM12,H,298.3482971191406,309.04931640625,2648,74.435791015625,,0
2024-06-14T11:31:51.567Z,HM11,H,301.181396484375,308.9835205078125,1939,10.573378562927246,,0
2024-06-14T11:31:51.568Z,HM14,H,298.6717834472656,309.03594970703125,2351,14.613268852233887,,0
2024-06-14T11:31:51.568Z,HM15,H,299.7408447265625,309.5546569824219,1787,7.425234794616699,,0
2024-06-14T11:31:51.568Z,HM1,H,297.65020751953125,306.2254333496094,1582,3.8789234161376953,,0
2024-06-14T11:32:51.583Z,HM7,H,302.3152770996094,309.3745422363281,1891,25.39297103881836,,0
2024-06-14T11:32:51.584Z,HM9,H,298.1951904296875,307.944091796875,2140,10.611910820007324,,0
2024-06-14T11:32:51.585Z,HM13,H,303.181640625,305.71612548828125,1306,9.4358549118042,,0
2024-06-14T11:32:51.585Z,MT2,L,304.153564453125,306.9545593261719,1570,55.048545837402344,,0
2024-06-14T11:32:51.587Z,MT1,L,296.7845153808594,312.8802795410156,2006,18.632579803466797,,0
2024-06-14T11:32:51.588Z,RM3,M,301.37811279296875,312.88470458984375,1629,42.190269470214844,,0
2024-06-14T11:32:51.588Z,RM2,M,303.9997863769531,309.3990783691406,2632,43.68244171142578,,0
2024-06-14T11:32:51.588Z,HM10,H,303.3215026855469,312.67584228515625,2078,44.68288803100586,,0
2024-06-14T11:32:51.589Z,HM3,H,301.3499450683594,313.273681640625,1938,60.62260437011719,,0
2024-06-14T11:32:51.590Z,HM2,H,301.54644775390625,306.0439147949219,1181,70.18467712402344,,0
2024-06-14T11:32:51.591Z,HM17,H,303.9334716796875,309.1689758300781,2571,10.406526565551758,,0
2024-06-14T11:32:51.591Z,RM1,M,295.7378845214844,309.131591796875,2257,10.733942985534668,,0
2024-06-14T11:32:51.591Z,HM18,H,299.9250793457031,310.5766906738281,2289,7.735640525817871,,0
2024-06-14T11:32:51.592Z,HM4,H,297.5263366699219,312.1300354003906,1269,47.60908126831055,,0
2024-06-14T11:32:51.593Z,HM16,H,303.3725280761719,311.150634765625,1398,16.883737564086914,,0
2024-06-14T11:32:51.594Z,HM6,H,299.043212890625,312.193603515625,2502,20.68303680419922,,0
2024-06-14T11:32:51.595Z,HM5,H,303.7821044921875,309.2811279296875,2315,43.14710998535156,,0
2024-06-14T11:32:51.595Z,HM8,H,301.9166564941406,313.0293273925781,1391,73.14793395996094,,0
2024-06-14T11:32:51.595Z,HM11,H,296.2945861816406,309.7080993652344,1820,60.93684387207031,,0
2024-06-14T11:32:51.597Z,HM1,H,301.7587585449219,306.7813720703125,2329,55.55574417114258,,0
2024-06-14T11:32:51.597Z,HM12,H,303.387451171875,313.5944519042969,1649,16.167007446289062,,0
2024-06-14T11:32:51.598Z,HM15,H,301.4466857910156,307.5785217285156,1534,21.870267868041992,,0
2024-06-14T11:32:51.599Z,HM14,H,299.61944580078125,310.4802551269531,1216,48.30805969238281,,0
2024-06-14T11:33:51.569Z,HM7,H,299.99493408203125,306.1139831542969,1320,34.90648651123047,,0
2024-06-14T11:33:51.571Z,HM13,H,295.3353576660156,309.64532470703125,2257,38.264156341552734,,0
2024-06-14T11:33:51.570Z,HM9,H,299.4779052734375,307.5509033203125,2478,20.00154685974121,,0
2024-06-14T11:33:51.572Z,MT2,L,299.01007080078125,306.55133056640625,1317,67.06198120117188,,0
2024-06-14T11:33:51.574Z,MT1,L,296.15386962890625,305.7652893066406,1853,49.59621810913086,,0
2024-06-14T11:33:51.575Z,RM2,M,296.5537109375,312.71551513671875,2030,26.509593963623047,,0
2024-06-14T11:33:51.574Z,RM3,M,296.0727844238281,311.42926025390625,1531,69.40731048583984,,0
2024-06-14T11:33:51.575Z,HM10,H,297.94683837890625,308.5528869628906,1914,8.026430130004883,,0
2024-06-14T11:33:51.576Z,HM3,H,296.4147644042969,311.5823669433594,1254,31.231788635253906,,0
2024-06-14T11:33:51.577Z,HM2,H,303.3079528808594,307.007080078125,1425,60.81979751586914,,0
2024-06-14T11:33:51.578Z,HM17,H,303.21539306640625,306.4896240234375,2650,55.3911247253418,,0
2024-06-14T11:33:51.578Z,RM1,M,300.8477478027344,308.0078430175781,1541,34.39218521118164,,0
2024-06-14T11:33:51.578Z,HM18,H,303.05126953125,312.3327331542969,1920,24.858068466186523,,0
2024-06-14T11:33:51.579Z,HM4,H,299.0793762207031,312.6485595703125,1707,42.329166412353516,,0
2024-06-14T11:33:51.580Z,HM16,H,300.2634582519531,313.19207763671875,2490,64.08946228027344,,0
2024-06-14T11:33:51.581Z,HM5,H,297.7532653808594,309.847900390625,2274,45.20274353027344,,0
2024-06-14T11:33:51.582Z,HM6,H,299.5881042480469,309.96484375,2408,22.975353240966797,,0
2024-06-14T11:33:51.582Z,HM8,H,295.7122802734375,311.0167541503906,1287,10.558398246765137,,0
2024-06-14T11:33:51.583Z,HM11,H,301.5314636230469,312.1668395996094,1951,75.9727554321289,,0
2024-06-14T11:33:51.583Z,HM1,H,300.216796875,308.66058349609375,2649,70.95562744140625,,0
2024-06-14T11:33:51.583Z,HM15,H,296.2920837402344,309.8004150390625,1444,45.84906768798828,,0
2024-06-14T11:33:51.585Z,HM14,H,298.4974670410156,312.7527160644531,2126,57.586509704589844,,0
2024-06-14T11:33:51.585Z,HM12,H,303.9544982910156,311.1661376953125,2339,70.5181884765625,,0
2024-06-14T11:34:51.602Z,HM9,H,302.03973388671875,313.441162109375,2311,9.22549057006836,,0
2024-06-14T11:34:51.603Z,HM13,H,303.8806457519531,312.81353759765625,1884,28.45497703552246,,0
2024-06-14T11:34:51.603Z,HM7,H,300.697021484375,313.4360046386719,2140,6.8756890296936035,,0
2024-06-14T11:34:51.604Z,MT2,L,296.21014404296875,306.7379455566406,1763,52.785030364990234,,0
2024-06-14T11:34:51.606Z,MT1,L,295.9560241699219,306.4130859375,1648,46.81898498535156,,0
2024-06-14T11:34:51.606Z,RM2,M,300.9206848144531,311.46893310546875,2329,33.324378967285156,,0
2024-06-14T11:34:51.607Z,RM3,M,303.4338684082031,311.1724853515625,1849,53.749488830566406,,0
2024-06-14T11:34:51.608Z,HM3,H,303.4665222167969,307.29388427734375,2672,55.57911682128906,,0
2024-06-14T11:34:51.609Z,HM10,H,295.9576721191406,313.4854431152344,2148,12.695849418640137,,0
2024-06-14T11:34:51.610Z,HM2,H,299.096435546875,312.8462829589844,1522,36.45173263549805,,0
2024-06-14T11:34:51.611Z,HM17,H,303.0498046875,307.6007080078125,1734,18.03815269470215,,0
2024-06-14T11:34:51.612Z,HM18,H,301.300537109375,309.0921936035156,1998,55.19211196899414,,0
