Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-29T18:02:13.955Z,HM9,H,304.2420654296875,312.6206970214844,1265,35.22602081298828,,0
0
2024-05-29T18:02:13.956Z,MT2,L,301.7273864746094,309.2132263183594,2366,23.733678817749023,,0
2024-05-29T18:02:13.958Z,RM2,M,300.9534912109375,311.4006652832031,2608,19.409385681152344,,0
2024-05-29T18:02:13.960Z,HM7,H,299.47320556640625,312.0380859375,1325,34.775657653808594,,0
2024-05-29T18:02:13.961Z,RM1,M,297.03863525390625,309.8935546875,2187,19.08390235900879,,0
2024-05-29T18:02:13.962Z,HM3,H,302.58685302734375,307.6758728027344,1331,34.7826042175293,,0
2024-05-29T18:02:13.963Z,HM8,H,304.2972717285156,306.95166015625,1584,30.74384307861328,,0
2024-05-29T18:02:13.964Z,HM4,H,302.52886962890625,310.3860168457031,1727,69.18505859375,,0
2024-05-29T18:02:13.964Z,HM6,H,298.56024169921875,313.4497985839844,2320,73.04266357421875,,0
2024-05-29T18:02:13.964Z,HM5,H,299.7430725097656,308.9353942871094,1351,4.156064510345459,,0
2024-05-29T18:02:13.966Z,HM11,H,297.0762023925781,313.2309265136719,1997,56.29493713378906,,0
2024-05-29T18:02:13.966Z,HM12,H,297.294189453125,308.10491943359375,2659,12.950946807861328,,0
2024-05-29T18:02:13.966Z,HM1,H,297.3037109375,312.50201416015625,1179,20.791948318481445,,0
2024-05-29T18:03:14.584Z,HM7,H,303.5457763671875,308.7755432128906,2302,8.872438430786133,,0
2024-05-29T18:03:14.590Z,MT2,L,301.6320495605469,307.447021484375,1522,31.754127502441406,,0
2024-05-29T18:03:14.592Z,HM9,H,297.4482421875,306.0811767578125,2107,5.740421295166016,,0
2024-05-29T18:03:14.593Z,MT1,L,296.9689636230469,307.06842041015625,2465,30.282169342041016,,0
2024-05-29T18:03:14.595Z,HM10,H,301.7451171875,311.1501770019531,2266,19.458263397216797,,0
2024-05-29T18:03:14.599Z,RM2,M,298.3163757324219,313.5296325683594,1788,21.334693908691406,,0
2024-05-29T18:03:14.600Z,HM2,H,301.51336669921875,307.705810546875,2360,64.18678283691406,,0
2024-05-29T18:03:14.602Z,HM3,H,298.823486328125,311.99176025390625,1927,51.64046096801758,,0
2024-05-29T18:03:14.603Z,RM1,M,297.7437438964844,313.57635498046875,1791,55.02396774291992,,0
2024-05-29T18:03:14.603Z,HM4,H,299.19879150390625,312.8739013671875,2346,20.15675163269043,,0
2024-05-29T18:03:14.603Z,HM6,H,300.501953125,308.5606689453125,2191,60.226985931396484,,0
2024-05-29T18:03:14.604Z,HM5,H,301.89215087890625,308.6979675292969,1568,15.394424438476562,,0
2024-05-29T18:03:14.604Z,HM8,H,296.6540222167969,309.61590576171875,1313,24.685266494750977,,0
2024-05-29T18:03:14.604Z,HM11,H,295.795654296875,306.7230529785156,1817,36.406185150146484,,0
2024-05-29T18:03:14.604Z,HM12,H,300.22503662109375,311.512451171875,1832,15.00033950805664,,0
2024-05-29T18:03:14.605Z,HM1,H,301.4039001464844,308.5711975097656,2226,13.328991889953613,,0
