Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-23T12:38:57.767Z,HM10,H,301.0509338378906,310.35357666015625,2525,45.70182418823242,,0
2024-05-23T12:38:57.769Z,RM2,M,300.62738037109375,310.547119140625,2152,23.855676651000977,,0
2024-05-23T12:38:57.770Z,HM2,H,298.57330322265625,307.980224609375,1375,67.12581634521484,,0
2024-05-23T12:38:57.772Z,HM3,H,302.8893737792969,308.6309814453125,1653,27.932592391967773,,0
2024-05-23T12:38:57.773Z,RM1,M,298.9234313964844,309.0224914550781,2036,11.461316108703613,,0
2024-05-23T12:38:57.775Z,HM6,H,304.3193664550781,311.9284362792969,1540,69.92375946044922,,0
2024-05-23T12:38:57.775Z,HM4,H,303.5178527832031,313.44818115234375,1336,28.518253326416016,,0
2024-05-23T12:38:57.779Z,HM5,H,299.8126220703125,306.8395080566406,1492,32.784786224365234,,0
2024-05-23T12:38:57.780Z,HM8,H,296.7178955078125,310.23974609375,2548,52.4160270690918,,0
2024-05-23T12:38:57.781Z,HM11,H,296.5286560058594,305.7186584472656,1862,39.604679107666016,,0
2024-05-23T12:38:57.782Z,HM12,H,298.1620788574219,308.6250305175781,1290,31.414459228515625,,0
2024-05-23T12:38:57.782Z,HM1,H,302.56524658203125,307.52398681640625,1737,42.695472717285156,,0
