Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-06-05T13:51:07.564Z,MT1,L,297.1672668457031,307.6729431152344,1580,70.01881408691406,,0
2024-06-05T13:51:07.566Z,HM4,H,295.7411193847656,311.85809326171875,2498,23.22405242919922,,0
2024-06-05T13:51:07.566Z,HM12,H,304.0493469238281,307.5041198730469,2482,14.956534385681152,,0
2024-06-05T13:51:07.566Z,HM5,H,298.4388732910156,312.6889953613281,1649,27.19710350036621,,0
2024-06-05T13:51:07.569Z,HM11,H,302.87310791015625,308.7055358886719,1207,56.43830108642578,,0
2024-06-05T13:51:07.570Z,HM6,H,296.6627197265625,312.2716369628906,2399,69.4739990234375,,0
2024-06-05T13:51:07.571Z,HM7,H,298.2970275878906,309.6372375488281,1739,47.47672653198242,,0
2024-06-05T13:51:07.572Z,HM3,H,297.5548400878906,312.23822021484375,2305,4.116979598999023,,0
2024-06-05T13:51:07.572Z,HM1,H,298.9217834472656,311.2267761230469,1889,12.6829195022583,,0
2024-06-05T13:51:07.573Z,HM2,H,296.70367431640625,312.4239501953125,1976,25.367828369140625,,0
2024-06-05T13:51:07.574Z,HM9,H,301.43353271484375,305.8445129394531,1181,9.16054630279541,,0
2024-06-05T13:51:43.871Z,HM7,H,298.2157287597656,306.3231506347656,1621,33.58279800415039,,0
2024-06-05T13:51:43.874Z,HM9,H,300.64019775390625,313.5444030761719,1390,46.90412139892578,,0
2024-06-05T13:51:43.875Z,MT2,L,299.722412109375,309.670166015625,1762,13.744168281555176,,0
2024-06-05T13:51:43.875Z,MT1,L,297.633056640625,312.0524597167969,1457,24.822797775268555,,0
2024-06-05T13:51:43.876Z,HM10,H,297.5227966308594,313.3229064941406,2657,60.182376861572266,,0
2024-06-05T13:51:43.876Z,RM2,M,303.45086669921875,310.462646484375,1572,9.269845008850098,,0
2024-06-05T13:51:43.876Z,HM3,H,300.8408203125,306.9077453613281,1949,17.572423934936523,,0
2024-06-05T13:51:43.878Z,HM2,H,300.6612854003906,305.9593811035156,1515,72.5534896850586,,0
2024-06-05T13:51:43.880Z,RM1,M,303.1925048828125,306.8020935058594,2386,24.923887252807617,,0
2024-06-05T13:51:43.881Z,HM4,H,299.0986328125,313.0220947265625,2595,52.80058670043945,,0
2024-06-05T13:51:43.881Z,HM6,H,298.6561279296875,308.0599365234375,2640,36.121456146240234,,0
2024-06-05T13:51:43.881Z,HM5,H,298.6543273925781,309.3876037597656,2301,15.549956321716309,,0
2024-06-05T13:51:43.882Z,HM11,H,301.9180603027344,306.49090576171875,1828,48.86020278930664,,0
2024-06-05T13:51:43.882Z,HM8,H,304.3544616699219,306.96868896484375,2532,30.41558837890625,,0
2024-06-05T13:51:43.882Z,HM1,H,301.90631103515625,313.2566833496094,2295,64.27728271484375,,0
2024-06-05T13:51:43.882Z,HM12,H,304.05340576171875,306.0300598144531,1595,31.702537536621094,,0
2024-06-05T13:51:57.683Z,HM7,H,302.1921081542969,306.9166259765625,1264,34.49753952026367,,0
2024-06-05T13:51:57.685Z,HM9,H,298.7161560058594,307.80560302734375,2043,53.12687683105469,,0
2024-06-05T13:51:57.686Z,MT1,L,295.9241943359375,305.7288513183594,1311,40.51841354370117,,0
2024-06-05T13:51:57.687Z,MT2,L,296.7964782714844,311.8455810546875,1620,28.292837142944336,,0
2024-06-05T13:51:57.688Z,HM10,H,299.1328430175781,312.84002685546875,1738,4.057929515838623,,0
2024-06-05T13:51:57.688Z,HM3,H,300.8558654785156,305.8808288574219,1248,69.33084106445312,,0
2024-06-05T13:51:57.688Z,RM2,M,298.0447998046875,313.54901123046875,2572,76.57318878173828,,0
2024-06-05T13:51:57.690Z,HM2,H,298.1986389160156,309.56146240234375,2195,30.10096549987793,,0
2024-06-05T13:51:57.693Z,RM1,M,301.76763916015625,307.40283203125,2353,45.2408561706543,,0
2024-06-05T13:51:57.694Z,HM6,H,297.8917541503906,310.4200134277344,2093,31.144556045532227,,0
2024-06-05T13:51:57.694Z,HM4,H,296.3605041503906,310.158203125,2164,19.79893684387207,,0
2024-06-05T13:51:57.695Z,HM8,H,295.8853759765625,310.4477844238281,2284,19.530502319335938,,0
2024-06-05T13:51:57.695Z,HM5,H,301.2195129394531,306.9547119140625,1256,42.45856475830078,,0
2024-06-05T13:51:57.696Z,HM12,H,300.4972839355469,305.885498046875,2309,42.888736724853516,,0
2024-06-05T13:51:57.697Z,HM11,H,300.9335021972656,308.0974426269531,1329,70.7680892944336,,0
2024-06-05T13:51:57.697Z,HM1,H,295.819580078125,309.2669982910156,2640,59.984683990478516,,0
2024-06-05T13:52:06.736Z,HM7,H,302.4134826660156,309.8956298828125,2242,59.69136428833008,,0
2024-06-05T13:52:06.737Z,HM9,H,301.3392333984375,311.79644775390625,1734,37.61617660522461,,0
2024-06-05T13:52:06.739Z,MT2,L,300.5538635253906,313.55694580078125,2285,52.35778045654297,,0
2024-06-05T13:52:06.739Z,RM2,M,301.5445556640625,312.6529846191406,1701,37.97341537475586,,0
2024-06-05T13:52:06.739Z,MT1,L,297.3362121582031,306.5574951171875,1248,66.01010131835938,,0
2024-06-05T13:52:06.739Z,HM10,H,301.2264099121094,312.7192687988281,1929,10.919973373413086,,0
2024-06-05T13:52:06.740Z,HM3,H,295.46270751953125,309.0810241699219,1271,27.12726593017578,,0
2024-06-05T13:52:06.741Z,HM2,H,302.5892028808594,312.9814147949219,1684,16.678699493408203,,0
2024-06-05T13:52:06.741Z,RM1,M,298.2113952636719,312.9049377441406,1303,60.51329803466797,,0
2024-06-05T13:52:06.742Z,HM4,H,304.2491455078125,312.41680908203125,2536,25.141246795654297,,0
2024-06-05T13:52:06.742Z,HM6,H,303.9421081542969,309.85595703125,1733,31.307626724243164,,0
2024-06-05T13:52:06.742Z,HM5,H,302.58929443359375,305.98968505859375,1663,51.525699615478516,,0
2024-06-05T13:52:06.742Z,HM8,H,298.2605895996094,307.18170166015625,2465,41.372440338134766,,0
2024-06-05T13:52:06.743Z,HM1,H,298.4067687988281,313.6596374511719,2490,42.3956298828125,,0
2024-06-05T13:52:06.743Z,HM11,H,304.31964111328125,313.7965087890625,1949,35.753440856933594,,0
2024-06-05T13:52:06.743Z,HM12,H,298.4903259277344,313.70819091796875,2085,64.41427612304688,,0
