Date,Machine ID,Type,Air Temperature,Process Temperature,Rotatinal Speed,Torque,Tool wear,Failure
2024-05-14T10:48:14.369Z,MT2,H,301.7662048339844,312.8659362792969,1641,32.347496032714844,,0
2024-05-14T10:48:14.371Z,HM10,H,304.37664794921875,310.5126647949219,2396,40.21586608886719,,0
2024-05-14T10:48:14.372Z,RM2,H,295.73858642578125,310.2997131347656,1936,37.01666259765625,,0
2024-05-14T10:48:14.374Z,HM3,H,295.641357421875,310.2151794433594,2112,34.20265579223633,,0
2024-05-14T10:48:14.374Z,HM2,H,302.6255187988281,309.6193542480469,2659,55.57817840576172,,0
2024-05-14T10:48:14.375Z,RM1,H,297.3368225097656,307.8385925292969,1469,12.62367057800293,,0
2024-05-14T10:48:14.377Z,HM4,H,298.198486328125,312.9325866699219,1515,17.272546768188477,,0
2024-05-14T10:48:14.378Z,HM6,H,296.7676696777344,308.2746887207031,1827,40.26508331298828,,0
2024-05-14T10:48:14.378Z,HM5,H,302.3463134765625,310.8252868652344,2295,27.541929244995117,,0
2024-05-14T10:48:14.378Z,HM8,H,300.1951904296875,312.5491638183594,2599,27.02303123474121,,0
2024-05-14T10:48:14.379Z,HM11,H,303.8890075683594,309.3897705078125,2428,76.12757110595703,,0
2024-05-14T10:48:14.379Z,HM12,H,297.998046875,311.25311279296875,1774,63.21951675415039,,0
2024-05-14T10:48:14.380Z,HM1,H,299.4267883300781,309.2193908691406,1799,67.25696563720703,,0
